Name,Website,Phone,City,State,Full.Address,Date.Verified,Lon,Lat
A-Z Women's Health Center***,http://www.drramos.com/,(877) 892-0660,Las Vegas,Nevada,"1670 E Flamingo Rd, Las Vegas, Nevada",3/1/18,-115.1021879,36.1182404
Birth Control Care Center***,https://www.birthcontrolcarecenter.com/,(800) 255-7889,Las Vegas,Nevada,"872 E. Sahara Avenue, Las Vegas, Nevada",3/1/18,-115.1428811,36.14418264
Planned Parenthood- Las Vegas East Flamingo*,https://www.plannedparenthood.org/health-center/nevada/las-vegas/89121/las-vegas-east-flamingo-2306-90210,(702) 547-9888 ,Las Vegas,Nevada,"3300 E Flamingo Rd, Las Vegas, Nevada",3/1/18,-115.103556,36.1166158
Planned Parenthood- Las Vegas West Charleston*,https://www.plannedparenthood.org/health-center/nevada/las-vegas/89102/las-vegas-west-charleston-2304-90210,(702) 878-7776 ,Las Vegas,Nevada,"3220 W Charleston Blvd., Las Vegas, Nevada",3/1/18,-115.3307344,36.159076
Safe and Sound for Women***,http://www.safeandsoundforwomen.com/,(702) 221-7233,Las Vegas,Nevada,"3131 La Canada Street, Las Vegas, Nevada",3/1/18,-86.63692574,34.75772898
West End Women's Medical Group***,http://www.abortion.cc/,(775) 827-0616 ,Reno,Nevada,"5915 Tyrone Road, Reno, Nevada",3/1/18,-119.774552,39.47278
Equality Health Center***,http://equalityhc.org/,1-855-502-3858,Concord,New Hampshire,"38 S Main S, Concord, New Hampshire",3/1/18,-86.63692574,34.75772898
Joan G Lovering Health Center***,http://joangloveringhealthcenter.org/choice/,1-877-436-7588 ,Greenland,New Hampshire,"559 Portsmouth Ave, Greenland, New Hampshire",3/1/18,-70.83672435,43.0367775
Manchester OB/GYN Associates***,http://www.manchesterob.com/,(603) 622-3162 ,Manchester,New Hampshire,"150 Tarrytown Rd, Manchester, New Hampshire",3/1/18,-71.43538652,42.98475208
Planned Parenthood- Keene Health Center*,https://www.plannedparenthood.org/health-center/new-hampshire/keene/03431/keene-health-center-2744-91770,(603) 352-6898 ,Keene,New Hampshire,"8 Middle Street, Keene, New Hampshire",3/1/18,-72.281144,42.93426767
Planned Parenthood- Manchester Health Center***,https://www.plannedparenthood.org/health-center/new-hampshire/manchester/03104/manchester-health-center-2740-91770,(603) 669-7321,Manchester,New Hampshire,"24 Pennacook Street, Manchester, New Hampshire",3/1/18,-71.46321407,43.0015619
American Women's Services- Elizabeth*,http://www.americanwomensservices.com/index.php,1-888-428-4588 ,Elizabeth,New Jersey,"700 N Broad St, Elizabeth, New Jersey",2/1/17,-74.21376933,40.67983538
American Women's Services- Englewood*,http://www.americanwomensservices.com/index.php,1-877-567-7600 ,Englewood,New Jersey,"200 Grand Ave, Englewood, New Jersey",2/1/17,-73.977365,40.886988
American Women's Services- Galloway*,http://www.americanwomensservices.com/index.php,(800) 451-5354 ,Galloway,New Jersey,"333 W Jimmie Leeds Rd, Galloway, New Jersey",2/3/17,-74.57883876,39.48251794
American Women's Services- Hamilton*,http://www.americanwomensservices.com/index.php,(888) 628-2667,Hamilton Township,New Jersey,"1345 Kuser Rd, Hamilton Township, New Jersey",2/3/17,-74.70031711,40.20919605
American Women's Services- Phillipsburg*,http://www.americanwomensservices.com/index.php,1-800-364-2259,Phillipsburg,New Jersey,"157 S Main St, Phillipsburg, New Jersey",2/3/17,-86.63692574,34.75772898
American Women's Services- Voorhees*,http://www.americanwomensservices.com/index.php,1-800-220-6411 ,Voorhees Township,New Jersey,"600 Somerdale Rd, Voorhees Township, New Jersey",2/3/17,-74.994052,39.8577132
American Women's Services- Woodbridge*,http://www.americanwomensservices.com/index.php,1-800-366-0023 ,Woodbridge,New Jersey,"228 Main St, Woodbridge, New Jersey",2/3/17,-74.286577,40.5517528
Cherry Hill Women's Center,http://cherryhillwomenscenter.com/,(800) 877-6331,Cherry Hill,New Jersey,"502 Kings Hwy N, Cherry Hill, New Jersey",2/1/17,-75.010231,39.913893
Metropolitan Medical Associates,http://metropolitanmedicalassociates.com/,(800) 932-0378,Englewood,New Jersey,"40 Engle St, Englewood, New Jersey",2/3/17,-73.97249598,40.89411631
Planned Parenthood- Atlantic City Center,https://www.plannedparenthood.org/health-center/new-jersey/atlantic-city/08401/atlantic-city-3604-90900,(609) 437-2020 ,Atlantic City,New Jersey,"2922 Atlantic Ave, Atlantic City, New Jersey",2/1/17,-74.44721189,39.35427815
Planned Parenthood- Camden Health Center,https://www.plannedparenthood.org/health-center/new-jersey/camden/08103/camden-center-3312-90900,(856) 365-3519,Camden,New Jersey,"317 Broadway, Camden, New Jersey",2/1/17,-75.11938943,39.94134808
Planned Parenthood- East Orange Health Center,https://www.plannedparenthood.org/health-center/new-jersey/east-orange/07018/east-orange--health-center-2551-90920,(973) 674-4343,East Orange,New Jersey,"560 Dr. Martin Luther King Blvd, East Orange, New Jersey",2/1/17,-86.63692574,34.75772898
Planned Parenthood- Elizabeth Health Center,https://www.plannedparenthood.org/health-center/new-jersey/elizabeth/07201/elizabeth-health-center-2599-90900,(908) 351-5384 ,Elizabeth,New Jersey,"1150 Dickinson Street, Elizabeth, New Jersey",2/1/17,-74.213455,40.662893
Planned Parenthood- Englewood Health Center,https://www.plannedparenthood.org/health-center/new-jersey/englewood/07631/englewood-health-center-2946-90900,(201) 894-0966,Englewood,New Jersey,"46 N Van Brunt Street, Englewood, New Jersey",2/1/17,-73.97465242,40.89500233
Planned Parenthood- The College of NJ Health Center,https://www.plannedparenthood.org/health-center/new-jersey/ewing/08628/the-college-of-nj-health-center-3412-90900,(609) 771-2110,Ewing,New Jersey,"2000 Pennington Road, The College of New Jersey, Ewing, New Jersey",2/1/17,-86.63692574,34.75772898
Planned Parenthood- Flemington Health Center,https://www.plannedparenthood.org/health-center/new-jersey/flemington/08822/flemington-health-center-2596-90900,(908) 782-7727 ,Flemington,New Jersey,"349 Rt 31 South Countryside Plaza, Flemington, New Jersey",2/1/17,-86.63692574,34.75772898
Planned Parenthood- Freehold Health Center,https://www.plannedparenthood.org/health-center/new-jersey/freehold/07728/freehold-center-2683-90900,(732) 431-1717,Freehold,New Jersey,"800 W Main Street, Freehold, New Jersey",2/1/07,-74.30989563,40.23689089
Planned Parenthood- Hackensack Health Center,https://www.plannedparenthood.org/health-center/new-jersey/hackensack/07601/hackensack-health-center-2947-90900,(201) 489-1140 ,Hackensack,New Jersey,"575 Main Street, Hackensack, New Jersey",2/1/17,-74.0401067,40.8969161
Planned Parenthood- Hamilton Health Center,https://www.plannedparenthood.org/health-center/new-jersey/hamilton-square/08690/hamilton-health-center-2343-90900,(609) 599-4881,Hamilton Square,New Jersey,"2279 State Highway 33, Hamilton Square, New Jersey",2/1/17,-86.63692574,34.75772898
Planned Parenthood- Montclair Health Center,https://www.plannedparenthood.org/health-center/new-jersey/montclair/07042/montclair-center-2550-90920,(973) 746-7116 ,Montclair,New Jersey,"29 N Fullerton Ave, Montclair, New Jersey",2/1/17,-74.2166664,40.8150157
Planned Parenthood- Morristown Health Center,https://www.plannedparenthood.org/health-center/new-jersey/morristown/07960/morristown-health-center-3307-90900,(973) 539-1364,Morristown,New Jersey,"196 Speedwell Ave, Morristown, New Jersey",2/1/17,-74.4827075,40.805912
Planned Parenthood- New Brunswick Health Center,https://www.plannedparenthood.org/health-center/new-jersey/new-brunswick/08901/new-brunswick-center-2684-90900,(732) 246-2411 ,New Brunswick,New Jersey,"10B Industrial Drive, New Brunswick, New Jersey",2/1/17,-74.48222733,40.47693692
Planned Parenthood- Ironbound Health Center,https://www.plannedparenthood.org/health-center/new-jersey/newark/07105/ironbound-health-center-2554-90920,(973) 465-7707 ,Newark,New Jersey,"70 Adams St, Newark, New Jersey",2/1/17,-74.157668,40.730185
Planned Parenthood- Newton Health Center,https://www.plannedparenthood.org/health-center/new-jersey/newton/07860/newton-health-center-2555-90900,(973) 383-5218 ,Newton,New Jersey,"8 Moran Street, Newton, New Jersey",2/1/17,-74.7513695,41.0580555
Planned Parenthood- Paterson Health Center,https://www.plannedparenthood.org/health-center/new-jersey/paterson/07505/paterson-center-2557-90920,(973) 345-3883 ,Paterson,New Jersey,"680 Broadway, Paterson, New Jersey",2/1/17,-74.1439653,40.9176984
Planned Parenthood- Perth Amboy Health Center,https://www.plannedparenthood.org/health-center/new-jersey/perth-amboy/08861/perth-amboy-center-3053-90900,(732) 442-4499 ,Perth Amboy,New Jersey,"450 Market Street, Perth Amboy, New Jersey",2/1/17,-74.28286269,40.51106962
Planned Parenthood- Plainfield Health Center,https://www.plannedparenthood.org/health-center/new-jersey/plainfield/07060/plainfield-health-center-2597-90900,(908) 756-3736 ,Plainfield,New Jersey,"123 Park Ave, Plainfield, New Jersey",2/1/17,-74.42315003,40.61833845
Planned Parenthood- Shrewsbury Health Center,https://www.plannedparenthood.org/health-center/new-jersey/shrewsbury/07702/shrewsbury-center-3510-90900,(732) 842-9300 ,Shrewsbury,New Jersey,"69 East Newman Springs Road, Shrewsbury, New Jersey",2/1/17,-86.63692574,34.75772898
Planned Parenthood- Spotswood,https://www.plannedparenthood.org/health-center/new-jersey/spotswood/08884/spotswood-center-2681-90900,(732) 723-9192,Spotswood,New Jersey,"12 Snowhill St, Snowhill Plaza, Spotswood, New Jersey",2/1/17,-86.63692574,34.75772898
Planned Parenthood- Trenton Health Center,https://www.plannedparenthood.org/health-center/new-jersey/trenton/08608/trenton-health-center-3304-90900,(609) 599-4881 ,Trenton,New Jersey,"437 East State Street, Trenton, New Jersey",2/1/17,-74.75629716,40.22091808
Planned Parenthood- Washington Health Center,https://www.plannedparenthood.org/health-center/new-jersey/washington/07882/washington-health-center-2598-90900,(908) 454-3000,Washington,New Jersey,"66 East Washington Avenue, Washington, New Jersey",2/1/17,-74.97824833,40.75878233
Hilltop Reproductive Women's Clinic***,http://hilltopwomensreproductive.com/,(575) 589-3855,Santa Teresa,New Mexico,"5290 McNutt Road, Santa Teresa, New Mexico",1/9/18,-106.6260174,31.84887501
Planned Parenthood- Surgical Center***,https://www.plannedparenthood.org/health-center/new-mexico/albuquerque/87108/surgical-center-2956-90210,(505) 265-9511 ,Albuquerque,New Mexico,"701 San Mateo NE, Albuquerque, New Mexico",1/9/18,-86.63692574,34.75772898
Planned Parenthood- Sante Fe*,https://www.plannedparenthood.org/health-center/new-mexico/santa-fe/87505/santa-fe-health-center-2801-90210,(505) 982-3684,Sante Fe,New Mexico,"730 St. Michael's Drive, Sante Fe, New Mexico",1/9/18,-86.63692574,34.75772898
Southwestern Women's Options***,https://southwesternwomens.com/southwestern-womens-options-albuquerque-new-mexico/,(505) 242-7512 ,Albuquerque,New Mexico,"522 Lomas Blvd NE, Albuquerque, New Mexico",1/9/18,-106.6390185,35.08986824
UNM Center for Reproductive Health*** ,https://hsc.unm.edu/health/patient-care/family-planning-reproductive-health/index.html,(505) 925-4455,Albuquerque,New Mexico,"2301 Yale Blvd. SE, Albuquerque, New Mexico",1/9/18,-106.622109,35.056325
All Women's Health- White Plains,http://nyabortion.com/locations/whiteplains.shtml,1-800-291-1644,White Plains,New York,"222 Mamaroneck Ave, White Plains, New York",3/30/17,-73.76478085,41.02705315
All Women's Medical Pavillion,http://nyabortion.com/locations/queens.shtml,877-I-MATTER (877-462-8837),Kew Gardens,New York,"120-34 Queens Blvd, Kew Gardens, New York",3/30/17,-73.8291452,40.7132976
Bronx Abortion,http://www.abortionbronx.com/bronx/,1-888-999-0640 ,Bronx,New York,"2070 Eastchester Rd, Bronx, New York",3/30/17,-73.8436159,40.85524
Brooklyn Abortion Clinic,http://www.brooklynabortionclinic.nyc/,(718) 369-1900,Brooklyn,New York,"14 Dekalb Ave, Brooklyn, New York",4/11/17,-73.9821089,40.6898368
Buffalo Womenservices,http://www.buffalowomenservices.com/,1 (800) 598-3783,Buffalo,New York,"2500 Main St, Buffalo, New York",3/30/17,-78.8422789,42.9366627
Choices Women's Medical Center,http://www.choicesmedical.com/,(718) 786-5000 ,Jamaica,New York,"147-32 Jamaica Ave, Jamaica, New York",3/30/17,-73.806725,40.7016561
Columbia Ob/Gyn Columbus Circle,http://www.columbiaobgyn.org/divisions/family-planning-preventive-services#.WQizJRPyuig,1 (855) 75-OBGYN (1-855-756-2496,New York City,New York,"1790 Broadway, New York City, New York",3/30/17,-73.9815647,40.7667954
Dr. Emily Women's Health Center,http://dremily.com/,(718) 585-1010,Bronx,New York,"560 Southern Blvd, Bronx, New York",3/30/17,-73.903059,40.8122852
Early Options,https://www.earlyabortionoptions.com/,(646) 475-7237,New York City,New York,"124 E 40th St, New York City, New York",3/30/17,-74.01080639,40.65441145
New York OB/GYN Associates,http://www.safestabortion.com/,(888) 525-CARE (2273),Rego Park,New York,"92-29 Queens Blvd, Rego Park, New York",3/30/17,-73.8675053,40.7322769
Office of Dr. Amy R. Cousins,http://www.amycousinsmd.com/,(800) 676-9011,Vestal,New York,"149 Vestal Pkwy E, Vestal, New York",3/30/17,-76.0289092,42.0920871
Parkmed NYC,https://www.parkmed.com/,1-646-898-2135,New York City,New York,"800 2nd Ave, New York City, New York",3/30/17,-73.9715559,40.7503182
Planned Parenthood- Albany Health Center,https://www.plannedparenthood.org/health-center/new-york/albany/12206/albany-health-center-3336-91020,(518) 434-5678 ,Albany,New York,"855 Central Ave, Albany, New York",3/27/17,-73.7885586,42.6808311
Planned Parenthood- Amsterdam Health Center,https://www.plannedparenthood.org/health-center/new-york/amsterdam/12010/amsterdam-center-3047-91180,(518) 842-0285 ,Amsterdam,New York,"4803 State Highway, Amsterdam, New York",3/27/17,-74.2481722,42.9681729
Planned Parenthood- Batavia Health Center,https://www.plannedparenthood.org/health-center/new-york/batavia/14020/batavia-health-center-2353-91040,(585) 546-2595,Batavia,New York,"222 W Main Street, Batavia, New York",3/27/17,-78.19348416,43.0011019
Planned Parenthood- The Bronx Center,https://www.plannedparenthood.org/health-center/new-york/bronx/10451/the-bronx-center-2524-91110,(212) 965-7000,Bronx,New York,"349 E 149th Street, Bronx, New York",3/27/17,-73.9198227,40.8167916
Planned Parenthood- Boro Hall Center,https://www.plannedparenthood.org/health-center/new-york/brooklyn/11201/boro-hall-center-2522-91110,(212) 965-7000,Brooklyn,New York,"44 Court Street, Brooklyn, New York",3/27/17,-73.99130962,40.69275115
Planned Parenthood- Buffalo Health Center,https://www.plannedparenthood.org/health-center/new-york/buffalo/14214/buffalo-health-center-3334-91040,(716) 831-2200,Buffalo,New York,"2697 Main Street, Buffalo, New York",3/27/17,-78.8371884,42.9405064
Planned Parenthood- Canandaigua Health Center,https://www.plannedparenthood.org/health-center/new-york/canandaigua/14424/canandaigua-health-center-2352-91040,(585) 546-2595 ,Canandaigua,New York,"15 Lafayette Ave, Canandaigua, New York",3/27/17,-77.27786506,42.8861455
Planned Parenthood- Canton Health Center,https://www.plannedparenthood.org/health-center/new-york/canton/13617/canton-center-2881-91210,(315) 386-8821,Canton,New York,"9 Miner Street, Canton, New York",3/27/17,-75.1710625,44.594883
Planned Parenthood- Cobleskill Health Center,https://www.plannedparenthood.org/health-center/new-york/cobleskill/12043/cobleskill-center-2783-91180,(518) 234-3325 ,Cobleskill,New York,"109 Legion Drive, Cobleskill, New York",3/27/17,-74.4806815,42.6808762
Planned Parenthood- Corning Health Center,https://www.plannedparenthood.org/health-center/new-york/corning/14830/corning-health-center-2345-91090,(607) 962-4686 ,Corning,New York,"135 Walnut Street, Corning, New York",3/27/17,-77.0571052,42.1425998
Planned Parenthood- Elmira Health Center,https://www.plannedparenthood.org/health-center/new-york/elmira/14901/elmira-health-center-2349-91090,(607) 734-3313,Elmira,New York,"755 E. Church Street, Elmira, New York",3/27/17,-76.79489034,42.09419695
Planned Parenthood- Glen Cove Center,https://www.plannedparenthood.org/health-center/new-york/glen-cove/11542/glen-cove-center-2787-91100,(516) 750-2500,Glen Cove,New York,"110 School Street, Glen Cove, New York",3/27/17,-73.63049447,40.8679939
Planned Parenthood- Glen Falls Center,https://www.plannedparenthood.org/health-center/new-york/glens-falls/12801/glens-falls-center-3529-91180,(518) 792-0994 ,Queensbury,New York,"543 Bay Road, Queensbury, New York",3/27/17,-73.655835,43.3462594
Planned Parenthood- Goshen Health Center,https://www.plannedparenthood.org/health-center/new-york/goshen/10924/goshen-health-center-2624-91160,(845) 562-7800,Goshen,New York,"7 Coates Drive, Goshen, New York",3/27/17,-74.3357672,41.3906268
Planned Parenthood- Hempstead Center,https://www.plannedparenthood.org/health-center/new-york/hempstead/11550/hempstead-center-3321-91100,(516) 750-2500,Hempstead,New York,"540 Fulton Ave, Hempstead, New York",3/27/17,-73.6127729,40.7100018
Planned Parenthood- Hornell Health Center,https://www.plannedparenthood.org/health-center/new-york/hornell/14843/hornell-health-center-2347-91090,(607) 324-1124 ,Hornell,New York,"111 Seneca Street, Hornell, New York",3/27/17,-77.66074047,42.3321035
Planned Parenthood- Hudson Health Center,https://www.plannedparenthood.org/health-center/new-york/hudson/12534/hudson-health-center-2380-91020,(518) 828-4675 ,Hudson,New York,"190 Fairview Ave, Hudson, New York",3/27/17,-73.773541,42.2469509
Planned Parenthood- Huntington Center,https://www.plannedparenthood.org/health-center/new-york/huntington/11743/huntington-center-2318-91220,(631) 427-7154,Huntington,New York,"755 New York Ave, Huntington, New York",3/27/17,-73.42073512,40.8601072
Planned Parenthood- Ithaca Health Center,https://www.plannedparenthood.org/health-center/new-york/ithaca/14850/ithaca-health-center-3333-91090,(607) 273-1513,Ithaca,New York,"620 West Seneca Street, Ithaca, New York",3/27/17,-76.5094881,42.4402934
Planned Parenthood- Johnston Center,https://www.plannedparenthood.org/health-center/new-york/johnstown/12095/johnstown-center-3530-91180,(518) 736-1911,Johnston,New York,"400 North Perry Street, Johnston, New York",3/27/17,-86.63692574,34.75772898
Planned Parenthood- Kingston Health Center,https://www.plannedparenthood.org/health-center/new-york/kingston/12401/kingston-health-center-2623-91160,(845) 562-7800,Kingston,New York,"21 Grand Street, Kingston, New York",3/27/17,-73.9996023,41.9288668
Planned Parenthood- Massapequa Center,https://www.plannedparenthood.org/health-center/new-york/massapequa/11758/massapequa-center-2788-91100,(516) 750-2500 ,Massapequa,New York,"35 Carmans Road, Massapequa, New York",3/27/17,-73.4305044,40.6835667
Planned Parenthood- Monticello Health Center,https://www.plannedparenthood.org/health-center/new-york/monticello/12701/monticello-health-center-2615-91160,(845) 562-7800,Monticello,New York,"14 Prince Street, Monticello, New York",3/27/17,-74.6901801,41.6548398
Planned Parenthood- Mount Vernon Center,https://www.plannedparenthood.org/health-center/new-york/mt.-vernon/10550/mount-vernon-center-2204-91220,(914) 668-7927,Mount Vernon,New York,"6 Gramatan Avenue, Mount Vernon, New York",3/27/17,-73.83738634,40.91227833
Planned Parenthood- New Rochelle Center,https://www.plannedparenthood.org/health-center/new-york/new-rochelle/10801/new-rochelle-center-2206-91220,(914) 632-4442 ,New Rochelle,New York,"247-249 North Ave, New Rochelle, New York",3/29/17,-73.78289857,40.91239771
Planned Parenthood- Margaret Sanger Center,https://www.plannedparenthood.org/health-center/new-york/new-york/10012/margaret-sanger-center-3325-91110,(212) 965-7000,New York City,New York,"26 Bleecker Street, New York City, New York",3/29/17,-73.9937026,40.7255007
Planned Parenthood- Newburgh Health Center,https://www.plannedparenthood.org/health-center/new-york/newburgh/12550/newburgh-health-center-3995-91160,(845) 562-7800,Newburgh,New York,"136 Lake Street, Newburgh, New York",3/29/17,-74.02973161,41.496911
Planned Parenthood- Niagara Falls Office,https://www.plannedparenthood.org/health-center/new-york/niagara-falls/14301/niagara-falls-office-2976-91040,(716) 831-2200,Niagara Falls,New York,"750 Portage Road, Niagara Falls, New York",3/29/17,-79.0498197,43.0961509
Planned Parenthood- Wheatfield Health Center,https://www.plannedparenthood.org/health-center/new-york/niagara-falls/14304/wheatfield-health-center-2975-91040,(716) 831-2200,Niagara Falls,New York,"6951 Williams Road, Niagara Falls, New York",3/29/17,-78.93972175,43.0847397
Planned Parenthood- North Tonawanda Health Center,https://www.plannedparenthood.org/health-center/new-york/north-tonawanda/14120/north-tonawanda-health-center-2977-91040,(716) 831-2200,North Tonawanda,New York,"15 Webster Street, North Tonawanda, New York",3/29/17,-78.8774633,43.02229035
Planned Parenthood- Patchogue Center,https://www.plannedparenthood.org/health-center/new-york/patchogue/11772/patchogue-center-2317-91220,(631) 475-5705,Patchogue,New York,"450 Waverly Ave, Patchogue, New York",3/29/17,-73.0331704,40.779326
Planned Parenthood- Plattsburgh Clinic,https://www.plannedparenthood.org/health-center/new-york/plattsburgh/12901/plattsburgh-clinic-3315-91210,(518) 561-4430,Plattsburgh,New York,"66 Brinkerhoff Street, Plattsburgh, New York",3/29/17,-73.4571224,44.6969736
Planned Parenthood- Poughkeepsie Health Center,https://www.plannedparenthood.org/health-center/new-york/poughkeepsie/12601/poughkeepsie-health-center-2621-91160,(845) 562-7800 ,Pouchkeepsie,New York,"17 Noxon Street, Pouchkeepsie, New York",3/29/17,-86.63692574,34.75772898
Planned Parenthood- Diane L. Max Health Center,https://www.plannedparenthood.org/health-center/new-york/queens/11101/diane-l.-max-health-center-4184-91110,(212) 965-7000,Queens,New York,"21-41 45th Rd, Queens, New York",3/29/17,-73.94611545,40.74659045
Planned Parenthood- Riverhead Center,https://www.plannedparenthood.org/health-center/new-york/riverhead/11901/riverhead-center-2319-91220,(631) 369-0230,Riverhead,New York,"550 E Main Street, Riverhead, New York",3/29/17,-72.65547949,40.91933513
Planned Parenthood- Greece Health Center,https://www.plannedparenthood.org/health-center/new-york/rochester/14626/greece-health-center-2354-91040,(585) 546-2595 ,Rochester,New York,"2824 W Ridge Road, Rochester, New York",3/29/17,-77.7037402,43.2106117
Planned Parenthood- Rochester Health Center,https://www.plannedparenthood.org/health-center/new-york/rochester/14605/rochester-health-center-3332-91040,(585) 546-2595,Rochester,New York,"114 University Avenue, Rochester, New York",3/29/17,-77.59952891,43.16074
Planned Parenthood- Saranac Lake Clinic,https://www.plannedparenthood.org/health-center/new-york/saranac-lake/12983/saranac-lake-clinic-3428-91210,(518) 891-0046,Saranac Lake,New York,"41 St. Bernard St, Saranac Lake, New York",3/29/17,-74.13020578,44.3254051
Planned Parenthood- Schenectady,https://www.plannedparenthood.org/health-center/new-york/schenectady/12307/schenectady-center-4192-91180,(518) 374-5353,Schenectady,New York,"1040 State Street, Schenectady, New York",3/29/17,-73.9285842,42.8013548
Planned Parenthood- Smithtown Center,https://www.plannedparenthood.org/health-center/new-york/smithtown/11787/smithtown-center-2320-91220,(631) 361-7526,Smithtown,New York,"70 Maple Ave, Smithtown, New York",3/29/17,-73.19790656,40.8530135
Planned Parenthood- Spring Valley Center,https://www.plannedparenthood.org/health-center/new-york/spring-valley/10977/spring-valley-center-2226-91220,(845) 426-7577,Spring Valley,New York,"25 Perlman Drive, Spring Valley, New York",3/29/17,-74.0318201,41.1066345
Planned Parenthood- Syracuse Health Center,https://www.plannedparenthood.org/health-center/new-york/syracuse/13210/syracuse-health-center-2471-91040,(315) 475-5540,Syracuse,New York,"1120 E Genesee Street, Syracuse, New York",3/30/17,-76.1327139,43.0466342
Planned Parenthood- Troy Health Center,https://www.plannedparenthood.org/health-center/new-york/troy/12180/troy-health-center-2780-91020,(518) 434-5678,Troy,New York,"200 Broadway, Troy, New York",3/30/17,-73.6911679,42.7315008
Planned Parenthood- Utica Center,https://www.plannedparenthood.org/health-center/new-york/utica/13502/utica-center-3318-91180,(315) 724-6146,Utica,New York,"1424 Genesee Street, Utica, New York",3/30/17,-75.2467041,43.0941934
Planned Parenthood- Watertown Center,https://www.plannedparenthood.org/health-center/new-york/watertown/13601/watertown-center-3328-91210,(315) 788-8065 ,Watertown,New York,"160 Stone Street, Watertown, New York",3/30/17,-75.9132739,43.9744044
Planned Parenthood- West Islip Center,https://www.plannedparenthood.org/health-center/new-york/west-islip/11795/west-islip-center-2316-91220,(631) 893-0150,West Islip,New York,"180 Sunrise Highway, West Islip, New York",3/30/17,-73.3198055,40.7169016
Planned Parenthood- West Seneca Health Center,https://www.plannedparenthood.org/health-center/new-york/west-seneca/14224/west-seneca-health-center-2693-91040,(716) 831-2200,West Seneca,New York,"Wimbledon Plaza 240 Center Road, West Seneca, New York",3/30/17,-86.63692574,34.75772898
Planned Parenthood- White Plains Center,https://www.plannedparenthood.org/health-center/new-york/white-plains/10607/white-plains-center-2203-91220,(914) 761-6566,White Plains,New York,"175 Tarrytown Road, White Plains, New York",3/30/17,-73.78860643,41.0403122
Planned Parenthood- Yonkers Center,https://www.plannedparenthood.org/health-center/new-york/yonkers/10701/yonkers-center-2202-91220,(914) 965-1912 ,Yonkers,New York,"20 S Broadway, Yonkers, New York",3/30/17,-73.89823117,40.9330633
Roosevelt Women's Medical Care PC,http://www.abortionsqueens.com/,(718) 205-0234,Jackson Heights,New York,"78-13 Roosevelt Ave, Jackson Heights, New York",4/11/17,-86.63692574,34.75772898
Sweet Home Medical,http://sweethomemedical.com/,(716) 691-1414,Amherst,New York,"2550 Sweet Home Rd, Amherst, New York",3/30/17,-78.7996864,43.0283409
Westside Women's Medical Pavillion,http://www.nyabortion.com/locations/manhattanW.shtml,877-I-MATTER (877-462-8837),New York City,New York,"1841 Broadway, New York City, New York",3/30/17,-73.9394169,40.8417297
A Hallmark Women's Clinic***,http://www.ahallmarkwomensclinic.com/,1-800-662-0522,Fayetteville,North Carolina,"1919 Gillespie St, Fayetteville, North Carolina",3/1/18,-78.89452838,35.02372502
A Preferred Women's Health- Charlotte***,http://www.apwhc.com/,(704) 665-4120 ,Charlotte,North Carolina,"3220 Latrobe Dr., Charlotte, North Carolina",3/1/18,-80.80315589,35.19891688
A Preferred Women's Health- Raleigh***,http://www.apwhc.com/,(919) 854-7888 ,Raleigh,North Carolina,"1604 Jones Franklin Rd., Raleigh, North Carolina",3/1/18,-78.72875428,35.75899907
A Woman's Choice of Charlotte***,https://www.awomanschoiceinc.com/awc-charlotte/,(800) 637-3445 ,Charlotte,North Carolina,"421 N Wendover Rd, Charlotte, North Carolina",3/1/18,-80.80476744,35.18910971
A Woman's Choice of Greensboro***,https://www.awomanschoiceinc.com/awc-greensboro/,(844) 219-7668,Greensboro,North Carolina,"2425 Randleman Rd, Greensboro, North Carolina",3/1/18,-79.79999508,36.03692107
A Woman's Choice of Raleigh***,https://www.awomanschoiceinc.com/awc-raleigh/,(800) 540-5690,Raleigh,North Carolina,"3305 Drake Cir, Raleigh, North Carolina",3/1/18,-78.69391096,35.81479705
Family Reproductive Health***,http://www.familyreproductive.com/,(800) 952-9034,Charlotte,North Carolina,"700 E Hebron St, Charlotte, North Carolina",3/1/18,-80.8852938,35.1273794
North Durham Women's Health***,http://northdurhamwomenshealth.com/,(919) 908-6449 ,Durham,North Carolina,"400 Crutchfield St, Durham, North Carolina",3/1/18,-78.90439542,36.0392773
Planned Parenthood- Asheville Health Center***,https://www.plannedparenthood.org/health-center/north-carolina/asheville/28801/asheville-health-center-4134-90860,(828) 252-7928 ,Asheville,North Carolina,"68 McDowell St, Asheville, North Carolina",3/1/18,-82.55453334,35.58251299
Planned Parenthood- Chapel Hill Health Center***,https://www.plannedparenthood.org/health-center/north-carolina/chapel-hill/27514/chapel-hill-health-center-4169-90860,(919) 942-7762 ,Chapel Hill,North Carolina,"1765 Dobbins Drive, Chapel Hill, North Carolina",3/1/18,-79.0140816,35.94477195
Planned Parenthood- Fayetteville Health Center***,https://www.plannedparenthood.org/health-center/north-carolina/fayetteville/28303/fayetteville-health-center-4173-90860,(866) 942-7762 ,Fayetteville,North Carolina,"4551 Yadkin Rd, Fayetteville, North Carolina",3/1/18,-78.95855245,35.07962003
Planned Parenthood- Wilmington Health Center***,https://www.plannedparenthood.org/health-center/north-carolina/wilmington/28401/wilmington-health-center-2595-90860,(910) 762-5566 ,Wilmington,North Carolina,"1925 Tradd Court, Wilmington, North Carolina",3/1/18,-77.92733338,34.20898025
